Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1768080251,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080252,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080253,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080254,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080255,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080256,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080257,1,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,1,0,13111.470192990964,13111.470192990964,13111.470192990964,13111.470192990964,18.0
1768080258,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,2,0,13111.470192990964,14055.942386992683,13111.470192990964,15000.414580994402,18.0
1768080259,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,2,0,13111.470192990964,14055.942386992683,13111.470192990964,15000.414580994402,18.0
1768080260,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,2,0,13111.470192990964,14055.942386992683,13111.470192990964,15000.414580994402,18.0
1768080261,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,2,0,13111.470192990964,14055.942386992683,13111.470192990964,15000.414580994402,18.0
1768080262,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,2,0,13111.470192990964,14055.942386992683,13111.470192990964,15000.414580994402,18.0
1768080263,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080264,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080265,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080266,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080267,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080268,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080269,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080270,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080271,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080272,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080273,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080274,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080275,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080276,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080277,1,,Aggregated,0.100000,0.000000,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,3,0,13000.0,11186.479316325858,5447.553174992208,15000.414580994402,18.0
1768080278,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080279,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080280,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080281,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080282,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080283,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080284,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080285,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080286,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080287,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080288,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080289,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080290,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080291,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080292,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,4,0,13000.0,12143.326012996113,5447.553174992208,15013.866103006876,18.0
1768080293,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,5,0,15000.0,12714.829485397786,5447.553174992208,15013.866103006876,18.0
1768080294,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,5,0,15000.0,12714.829485397786,5447.553174992208,15013.866103006876,18.0
1768080295,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,5,0,15000.0,12714.829485397786,5447.553174992208,15013.866103006876,18.0
1768080296,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,5,0,15000.0,12714.829485397786,5447.553174992208,15013.866103006876,18.0
1768080297,1,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,5,0,15000.0,12714.829485397786,5447.553174992208,15013.866103006876,18.0
1768080298,1,,Aggregated,0.100000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,11,6,5100.0,6248.535774817521,1.8529660010244697,15013.866103006876,8.181818181818182
1768080299,1,,Aggregated,0.100000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,11,6,5100.0,6248.535774817521,1.8529660010244697,15013.866103006876,8.181818181818182
1768080300,1,,Aggregated,0.100000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,11,6,5100.0,6248.535774817521,1.8529660010244697,15013.866103006876,8.181818181818182
1768080301,1,,Aggregated,0.100000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,11,6,5100.0,6248.535774817521,1.8529660010244697,15013.866103006876,8.181818181818182
1768080302,1,,Aggregated,0.100000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,11,6,5100.0,6248.535774817521,1.8529660010244697,15013.866103006876,8.181818181818182
1768080303,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080304,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080305,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080306,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080308,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080309,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080310,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080311,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080312,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080313,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080314,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080315,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080316,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080317,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080318,1,,Aggregated,0.700000,0.600000,5100,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,12,6,4400.0,6094.801854999484,1.8529660010244697,15013.866103006876,9.0
1768080319,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080320,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080321,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080322,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080323,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080324,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080325,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080326,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080327,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080328,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080329,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080330,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080331,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080332,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080333,1,,Aggregated,0.000000,0.000000,5100,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,13,6,5100.0,6780.9740520763,1.8529660010244697,15015.04041699809,9.692307692307692
1768080334,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080335,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080336,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080337,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080338,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080339,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080340,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080341,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080342,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080343,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080344,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080345,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080346,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080347,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080348,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14,6,5100.0,7369.1244529285805,1.8529660010244697,15015.079664008226,10.285714285714286
1768080349,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080350,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080351,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080352,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080353,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080354,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080355,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080356,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080357,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080358,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080359,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080360,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080361,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080362,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080363,1,,Aggregated,0.000000,0.000000,5400,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15,6,5400.0,7878.264918399509,1.8529660010244697,15015.079664008226,10.8
1768080364,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080365,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080366,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080367,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080368,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080369,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080370,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080371,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080372,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
1768080373,1,,Aggregated,0.000000,0.000000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16,6,5400.0,8324.225839437531,1.8529660010244697,15015.079664008226,11.25
